date,food_item,demand,holiday
2024-08-04,Rice Bowl,128,0
2024-08-04,Noodles,99,0
2024-08-04,Soup,72,0
2024-08-05,Pizza,70,0
2024-08-05,Burger,79,0
2024-08-05,Pasta,59,0
2024-08-05,Salad,43,0
2024-08-05,Sandwich,91,0
2024-08-05,Rice Bowl,83,0
2024-08-05,Noodles,74,0
2024-08-05,Soup,28,0
2024-08-06,Pizza,73,0
2024-08-06,Burger,94,0
2024-08-06,Pasta,53,0
2024-08-06,Salad,42,0
2024-08-06,Sandwich,94,0
2024-08-06,Rice Bowl,69,0
2024-08-06,Noodles,72,0
2024-08-06,Soup,33,0
2024-08-07,Pizza,64,0
2024-08-07,Burger,89,0
2024-08-07,Pasta,83,0
2024-08-07,Salad,56,0
2024-08-07,Sandwich,106,0
2024-08-07,Rice Bowl,84,0
2024-08-07,Noodles,63,0
2024-08-07,Soup,40,0
2024-08-08,Pizza,82,0
2024-08-08,Burger,119,0
2024-08-08,Pasta,61,0
2024-08-08,Salad,52,0
2024-08-08,Sandwich,81,0
2024-08-08,Rice Bowl,82,0
2024-08-08,Noodles,86,0
2024-08-08,Soup,41,0
2024-08-09,Pizza,87,0
2024-08-09,Burger,110,0
2024-08-09,Pasta,79,0
2024-08-09,Salad,64,0
2024-08-09,Sandwich,119,0
2024-08-09,Rice Bowl,115,0
2024-08-09,Noodles,96,0
2024-08-09,Soup,42,0
2024-08-10,Pizza,145,0
2024-08-10,Burger,164,0
2024-08-10,Pasta,106,0
2024-08-10,Salad,96,0
2024-08-10,Sandwich,124,0
2024-08-10,Rice Bowl,166,0
2024-08-10,Noodles,124,0
2024-08-10,Soup,71,0
2024-08-11,Pizza,132,0
2024-08-11,Burger,180,0
2024-08-11,Pasta,115,0
2024-08-11,Salad,81,0
2024-08-11,Sandwich,116,0
2024-08-11,Rice Bowl,133,0
2024-08-11,Noodles,100,0
2024-08-11,Soup,68,0
2024-08-12,Pizza,72,0
2024-08-12,Burger,96,0
2024-08-12,Pasta,51,0
2024-08-12,Salad,37,0
2024-08-12,Sandwich,88,0
2024-08-12,Rice Bowl,63,0
2024-08-12,Noodles,55,0
2024-08-12,Soup,28,0
2024-08-13,Pizza,89,0
2024-08-13,Burger,104,0
2024-08-13,Pasta,62,0
2024-08-13,Salad,43,0
2024-08-13,Sandwich,80,0
2024-08-13,Rice Bowl,89,0
2024-08-13,Noodles,75,0
2024-08-13,Soup,33,0
2024-08-14,Pizza,69,0
2024-08-14,Burger,83,0
2024-08-14,Pasta,74,0
2024-08-14,Salad,55,0
2024-08-14,Sandwich,81,0
2024-08-14,Rice Bowl,68,0
2024-08-14,Noodles,62,0
2024-08-14,Soup,47,0
2024-08-15,Pizza,77,0
2024-08-15,Burger,116,0
2024-08-15,Pasta,77,0
2024-08-15,Salad,50,0
2024-08-15,Sandwich,83,0
2024-08-15,Rice Bowl,75,0
2024-08-15,Noodles,82,0
2024-08-15,Soup,46,0
2024-08-16,Pizza,97,0
2024-08-16,Burger,116,0
2024-08-16,Pasta,65,0
2024-08-16,Salad,68,0
2024-08-16,Sandwich,115,0
2024-08-16,Rice Bowl,89,0
2024-08-16,Noodles,102,0
2024-08-16,Soup,47,0
2024-08-17,Pizza,139,0
2024-08-17,Burger,185,0
2024-08-17,Pasta,133,0
2024-08-17,Salad,89,0
2024-08-17,Sandwich,129,0
2024-08-17,Rice Bowl,134,0
2024-08-17,Noodles,148,0
2024-08-17,Soup,60,0
2024-08-18,Pizza,118,0
2024-08-18,Burger,151,0
2024-08-18,Pasta,106,0
2024-08-18,Salad,81,0
2024-08-18,Sandwich,165,0
2024-08-18,Rice Bowl,118,0
2024-08-18,Noodles,99,0
2024-08-18,Soup,54,0
2024-08-19,Pizza,83,0
2024-08-19,Burger,95,0
2024-08-19,Pasta,57,0
2024-08-19,Salad,50,0
2024-08-19,Sandwich,92,0
2024-08-19,Rice Bowl,87,0
2024-08-19,Noodles,78,0
2024-08-19,Soup,32,0
2024-08-20,Pizza,83,0
2024-08-20,Burger,93,0
2024-08-20,Pasta,75,0
2024-08-20,Salad,51,0
2024-08-20,Sandwich,94,0
2024-08-20,Rice Bowl,85,0
2024-08-20,Noodles,62,0
2024-08-20,Soup,38,0
2024-08-21,Pizza,95,0
2024-08-21,Burger,117,0
2024-08-21,Pasta,57,0
2024-08-21,Salad,43,0
2024-08-21,Sandwich,76,0
2024-08-21,Rice Bowl,92,0
2024-08-21,Noodles,84,0
2024-08-21,Soup,35,0
2024-08-22,Pizza,84,0
2024-08-22,Burger,119,0
2024-08-22,Pasta,80,0
2024-08-22,Salad,53,0
2024-08-22,Sandwich,97,0
2024-08-22,Rice Bowl,89,0
2024-08-22,Noodles,72,0
2024-08-22,Soup,43,0
2024-08-23,Pizza,98,0
2024-08-23,Burger,132,0
2024-08-23,Pasta,84,0
2024-08-23,Salad,63,0
2024-08-23,Sandwich,89,0
2024-08-23,Rice Bowl,96,0
2024-08-23,Noodles,69,0
2024-08-23,Soup,41,0
2024-08-24,Pizza,147,0
2024-08-24,Burger,202,0
2024-08-24,Pasta,99,0
2024-08-24,Salad,81,0
2024-08-24,Sandwich,170,0
2024-08-24,Rice Bowl,126,0
2024-08-24,Noodles,129,0
2024-08-24,Soup,73,0
2024-08-25,Pizza,130,0
2024-08-25,Burger,136,0
2024-08-25,Pasta,102,0
2024-08-25,Salad,86,0
2024-08-25,Sandwich,143,0
2024-08-25,Rice Bowl,106,0
2024-08-25,Noodles,129,0
2024-08-25,Soup,50,0
2024-08-26,Pizza,79,0
2024-08-26,Burger,79,0
2024-08-26,Pasta,74,0
2024-08-26,Salad,42,0
2024-08-26,Sandwich,75,0
2024-08-26,Rice Bowl,65,0
2024-08-26,Noodles,62,0
2024-08-26,Soup,41,0
2024-08-27,Pizza,91,0
2024-08-27,Burger,89,0
2024-08-27,Pasta,65,0
2024-08-27,Salad,51,0
2024-08-27,Sandwich,98,0
2024-08-27,Rice Bowl,83,0
2024-08-27,Noodles,68,0
2024-08-27,Soup,36,0
2024-08-28,Pizza,86,0
2024-08-28,Burger,80,0
2024-08-28,Pasta,73,0
2024-08-28,Salad,47,0
2024-08-28,Sandwich,100,0
2024-08-28,Rice Bowl,71,0
2024-08-28,Noodles,77,0
2024-08-28,Soup,39,0
2024-08-29,Pizza,88,0
2024-08-29,Burger,86,0
2024-08-29,Pasta,75,0
2024-08-29,Salad,53,0
2024-08-29,Sandwich,96,0
2024-08-29,Rice Bowl,92,0
2024-08-29,Noodles,84,0
2024-08-29,Soup,47,0
2024-08-30,Pizza,83,0
2024-08-30,Burger,129,0
2024-08-30,Pasta,80,0
2024-08-30,Salad,47,0
2024-08-30,Sandwich,85,0
2024-08-30,Rice Bowl,91,0
2024-08-30,Noodles,96,0
2024-08-30,Soup,49,0
2024-08-31,Pizza,150,0
2024-08-31,Burger,170,0
2024-08-31,Pasta,115,0
2024-08-31,Salad,72,0
2024-08-31,Sandwich,141,0
2024-08-31,Rice Bowl,139,0
2024-08-31,Noodles,105,0
2024-08-31,Soup,60,0
2024-09-01,Pizza,129,0
2024-09-01,Burger,170,0
2024-09-01,Pasta,130,0
2024-09-01,Salad,91,0
2024-09-01,Sandwich,148,0
2024-09-01,Rice Bowl,128,0
2024-09-01,Noodles,123,0
2024-09-01,Soup,69,0
2024-09-02,Pizza,61,0
2024-09-02,Burger,86,0
2024-09-02,Pasta,71,0
2024-09-02,Salad,42,0
2024-09-02,Sandwich,83,0
2024-09-02,Rice Bowl,79,0
2024-09-02,Noodles,58,0
2024-09-02,Soup,34,0
2024-09-03,Pizza,70,0
2024-09-03,Burger,76,0
2024-09-03,Pasta,53,0
2024-09-03,Salad,53,0
2024-09-03,Sandwich,77,0
2024-09-03,Rice Bowl,81,0
2024-09-03,Noodles,65,0
2024-09-03,Soup,44,0
2024-09-04,Pizza,72,0
2024-09-04,Burger,97,0
2024-09-04,Pasta,80,0
2024-09-04,Salad,56,0
2024-09-04,Sandwich,78,0
2024-09-04,Rice Bowl,95,0
2024-09-04,Noodles,73,0
2024-09-04,Soup,39,0
2024-09-05,Pizza,71,0
2024-09-05,Burger,87,0
2024-09-05,Pasta,80,0
2024-09-05,Salad,52,0
2024-09-05,Sandwich,92,0
2024-09-05,Rice Bowl,97,0
2024-09-05,Noodles,87,0
2024-09-05,Soup,36,0
2024-09-06,Pizza,96,0
2024-09-06,Burger,98,0
2024-09-06,Pasta,88,0
2024-09-06,Salad,61,0
2024-09-06,Sandwich,122,0
2024-09-06,Rice Bowl,80,0
2024-09-06,Noodles,70,0
2024-09-06,Soup,41,0
2024-09-07,Pizza,122,0
2024-09-07,Burger,151,0
2024-09-07,Pasta,137,0
2024-09-07,Salad,76,0
2024-09-07,Sandwich,138,0
2024-09-07,Rice Bowl,158,0
2024-09-07,Noodles,124,0
2024-09-07,Soup,75,0
2024-09-08,Pizza,103,0
2024-09-08,Burger,155,0
2024-09-08,Pasta,88,0
2024-09-08,Salad,64,0
2024-09-08,Sandwich,163,0
2024-09-08,Rice Bowl,113,0
2024-09-08,Noodles,118,0
2024-09-08,Soup,60,0
2024-09-09,Pizza,67,0
2024-09-09,Burger,104,0
2024-09-09,Pasta,50,0
2024-09-09,Salad,47,0
2024-09-09,Sandwich,96,0
2024-09-09,Rice Bowl,78,0
2024-09-09,Noodles,79,0
2024-09-09,Soup,29,0
2024-09-10,Pizza,73,0
2024-09-10,Burger,85,0
2024-09-10,Pasta,72,0
2024-09-10,Salad,56,0
2024-09-10,Sandwich,77,0
2024-09-10,Rice Bowl,85,0
2024-09-10,Noodles,62,0
2024-09-10,Soup,38,0
2024-09-11,Pizza,78,0
2024-09-11,Burger,118,0
2024-09-11,Pasta,73,0
2024-09-11,Salad,46,0
2024-09-11,Sandwich,76,0
2024-09-11,Rice Bowl,73,0
2024-09-11,Noodles,66,0
2024-09-11,Soup,36,0
2024-09-12,Pizza,95,0
2024-09-12,Burger,107,0
2024-09-12,Pasta,74,0
2024-09-12,Salad,44,0
2024-09-12,Sandwich,108,0
2024-09-12,Rice Bowl,97,0
2024-09-12,Noodles,65,0
2024-09-12,Soup,45,0
2024-09-13,Pizza,93,0
2024-09-13,Burger,95,0
2024-09-13,Pasta,79,0
2024-09-13,Salad,57,0
2024-09-13,Sandwich,89,0
2024-09-13,Rice Bowl,115,0
2024-09-13,Noodles,98,0
2024-09-13,Soup,49,0
2024-09-14,Pizza,133,0
2024-09-14,Burger,163,0
2024-09-14,Pasta,125,0
2024-09-14,Salad,86,0
2024-09-14,Sandwich,125,0
2024-09-14,Rice Bowl,144,0
2024-09-14,Noodles,142,0
2024-09-14,Soup,66,0
2024-09-15,Pizza,102,0
2024-09-15,Burger,173,0
2024-09-15,Pasta,96,0
2024-09-15,Salad,70,0
2024-09-15,Sandwich,121,0
2024-09-15,Rice Bowl,123,0
2024-09-15,Noodles,129,0
2024-09-15,Soup,62,0
2024-09-16,Pizza,63,0
2024-09-16,Burger,103,0
2024-09-16,Pasta,72,0
2024-09-16,Salad,51,0
2024-09-16,Sandwich,72,0
2024-09-16,Rice Bowl,75,0
2024-09-16,Noodles,80,0
2024-09-16,Soup,39,0
2024-09-17,Pizza,61,0
2024-09-17,Burger,78,0
2024-09-17,Pasta,65,0
2024-09-17,Salad,55,0
2024-09-17,Sandwich,86,0
2024-09-17,Rice Bowl,80,0
2024-09-17,Noodles,60,0
2024-09-17,Soup,40,0
2024-09-18,Pizza,90,0
2024-09-18,Burger,95,0
2024-09-18,Pasta,77,0
2024-09-18,Salad,59,0
2024-09-18,Sandwich,79,0
2024-09-18,Rice Bowl,85,0
2024-09-18,Noodles,68,0
2024-09-18,Soup,44,0
2024-09-19,Pizza,86,0
2024-09-19,Burger,110,0
2024-09-19,Pasta,82,0
2024-09-19,Salad,50,0
2024-09-19,Sandwich,110,0
2024-09-19,Rice Bowl,90,0
2024-09-19,Noodles,67,0
2024-09-19,Soup,45,0
2024-09-20,Pizza,102,0
2024-09-20,Burger,106,0
2024-09-20,Pasta,92,0
2024-09-20,Salad,66,0
2024-09-20,Sandwich,94,0
2024-09-20,Rice Bowl,116,0
2024-09-20,Noodles,73,0
2024-09-20,Soup,40,0
2024-09-21,Pizza,118,0
2024-09-21,Burger,195,0
2024-09-21,Pasta,125,0
2024-09-21,Salad,72,0
2024-09-21,Sandwich,148,0
2024-09-21,Rice Bowl,150,0
2024-09-21,Noodles,105,0
2024-09-21,Soup,77,0
2024-09-22,Pizza,139,0
2024-09-22,Burger,156,0
2024-09-22,Pasta,129,0
2024-09-22,Salad,75,0
2024-09-22,Sandwich,167,0
2024-09-22,Rice Bowl,141,0
2024-09-22,Noodles,123,0
2024-09-22,Soup,54,0
2024-09-23,Pizza,82,0
2024-09-23,Burger,87,0
2024-09-23,Pasta,54,0
2024-09-23,Salad,36,0
2024-09-23,Sandwich,82,0
2024-09-23,Rice Bowl,77,0
2024-09-23,Noodles,73,0
2024-09-23,Soup,41,0
2024-09-24,Pizza,63,0
2024-09-24,Burger,103,0
2024-09-24,Pasta,58,0
2024-09-24,Salad,54,0
2024-09-24,Sandwich,96,0
2024-09-24,Rice Bowl,82,0
2024-09-24,Noodles,77,0
2024-09-24,Soup,35,0
2024-09-25,Pizza,79,0
2024-09-25,Burger,112,0
2024-09-25,Pasta,68,0
2024-09-25,Salad,47,0
2024-09-25,Sandwich,89,0
2024-09-25,Rice Bowl,96,0
2024-09-25,Noodles,70,0
2024-09-25,Soup,34,0
2024-09-26,Pizza,91,0
2024-09-26,Burger,118,0
2024-09-26,Pasta,61,0
2024-09-26,Salad,47,0
2024-09-26,Sandwich,80,0
2024-09-26,Rice Bowl,83,0
2024-09-26,Noodles,77,0
2024-09-26,Soup,46,0
2024-09-27,Pizza,97,0
2024-09-27,Burger,120,0
2024-09-27,Pasta,75,0
2024-09-27,Salad,65,0
2024-09-27,Sandwich,102,0
2024-09-27,Rice Bowl,116,0
2024-09-27,Noodles,90,0
2024-09-27,Soup,39,0
2024-09-28,Pizza,144,0
2024-09-28,Burger,157,0
2024-09-28,Pasta,127,0
2024-09-28,Salad,69,0
2024-09-28,Sandwich,132,0
2024-09-28,Rice Bowl,164,0
2024-09-28,Noodles,112,0
2024-09-28,Soup,76,0
2024-09-29,Pizza,113,0
2024-09-29,Burger,164,0
2024-09-29,Pasta,117,0
2024-09-29,Salad,78,0
2024-09-29,Sandwich,129,0
2024-09-29,Rice Bowl,117,0
2024-09-29,Noodles,95,0
2024-09-29,Soup,57,0
2024-09-30,Pizza,76,0
2024-09-30,Burger,105,0
2024-09-30,Pasta,72,0
2024-09-30,Salad,49,0
2024-09-30,Sandwich,90,0
2024-09-30,Rice Bowl,81,0
2024-09-30,Noodles,61,0
2024-09-30,Soup,41,0
2024-10-01,Pizza,81,0
2024-10-01,Burger,97,0
2024-10-01,Pasta,56,0
2024-10-01,Salad,46,0
2024-10-01,Sandwich,84,0
2024-10-01,Rice Bowl,92,0
2024-10-01,Noodles,72,0
2024-10-01,Soup,36,0
2024-10-02,Pizza,95,0
2024-10-02,Burger,84,0
2024-10-02,Pasta,67,0
2024-10-02,Salad,40,0
2024-10-02,Sandwich,98,0
2024-10-02,Rice Bowl,99,0
2024-10-02,Noodles,68,0
2024-10-02,Soup,45,0
2024-10-03,Pizza,77,0
2024-10-03,Burger,122,0
2024-10-03,Pasta,80,0
2024-10-03,Salad,58,0
2024-10-03,Sandwich,76,0
2024-10-03,Rice Bowl,105,0
2024-10-03,Noodles,85,0
2024-10-03,Soup,38,0
2024-10-04,Pizza,104,0
2024-10-04,Burger,104,0
2024-10-04,Pasta,92,0
2024-10-04,Salad,48,0
2024-10-04,Sandwich,111,0
2024-10-04,Rice Bowl,99,0
2024-10-04,Noodles,72,0
2024-10-04,Soup,41,0
2024-10-05,Pizza,108,0
2024-10-05,Burger,166,0
2024-10-05,Pasta,108,0
2024-10-05,Salad,87,0
2024-10-05,Sandwich,139,0
2024-10-05,Rice Bowl,132,0
2024-10-05,Noodles,139,0
2024-10-05,Soup,55,0
2024-10-06,Pizza,144,0
2024-10-06,Burger,177,0
2024-10-06,Pasta,116,0
2024-10-06,Salad,80,0
2024-10-06,Sandwich,162,0
2024-10-06,Rice Bowl,115,0
2024-10-06,Noodles,97,0
2024-10-06,Soup,55,0
2024-10-07,Pizza,80,0
2024-10-07,Burger,73,0
2024-10-07,Pasta,65,0
2024-10-07,Salad,53,0
2024-10-07,Sandwich,92,0
2024-10-07,Rice Bowl,77,0
2024-10-07,Noodles,55,0
2024-10-07,Soup,40,0
2024-10-08,Pizza,79,0
2024-10-08,Burger,80,0
2024-10-08,Pasta,55,0
2024-10-08,Salad,55,0
2024-10-08,Sandwich,91,0
2024-10-08,Rice Bowl,91,0
2024-10-08,Noodles,82,0
2024-10-08,Soup,39,0
2024-10-09,Pizza,80,0
2024-10-09,Burger,97,0
2024-10-09,Pasta,64,0
2024-10-09,Salad,48,0
2024-10-09,Sandwich,99,0
2024-10-09,Rice Bowl,88,0
2024-10-09,Noodles,86,0
2024-10-09,Soup,39,0
2024-10-10,Pizza,87,0
2024-10-10,Burger,110,0
2024-10-10,Pasta,76,0
2024-10-10,Salad,56,0
2024-10-10,Sandwich,84,0
2024-10-10,Rice Bowl,89,0
2024-10-10,Noodles,66,0
2024-10-10,Soup,40,0
2024-10-11,Pizza,91,0
2024-10-11,Burger,122,0
2024-10-11,Pasta,95,0
2024-10-11,Salad,59,0
2024-10-11,Sandwich,113,0
2024-10-11,Rice Bowl,97,0
2024-10-11,Noodles,90,0
2024-10-11,Soup,38,0
2024-10-12,Pizza,121,0
2024-10-12,Burger,159,0
2024-10-12,Pasta,116,0
2024-10-12,Salad,69,0
2024-10-12,Sandwich,130,0
2024-10-12,Rice Bowl,130,0
2024-10-12,Noodles,150,0
2024-10-12,Soup,63,0
2024-10-13,Pizza,123,0
2024-10-13,Burger,137,0
2024-10-13,Pasta,114,0
2024-10-13,Salad,71,0
2024-10-13,Sandwich,123,0
2024-10-13,Rice Bowl,133,0
2024-10-13,Noodles,93,0
2024-10-13,Soup,50,0
2024-10-14,Pizza,63,0
2024-10-14,Burger,73,0
2024-10-14,Pasta,53,0
2024-10-14,Salad,42,0
2024-10-14,Sandwich,90,0
2024-10-14,Rice Bowl,78,0
2024-10-14,Noodles,67,0
2024-10-14,Soup,33,0
2024-10-15,Pizza,89,0
2024-10-15,Burger,91,0
2024-10-15,Pasta,55,0
2024-10-15,Salad,49,0
2024-10-15,Sandwich,72,0
2024-10-15,Rice Bowl,75,0
2024-10-15,Noodles,71,0
2024-10-15,Soup,43,0
2024-10-16,Pizza,79,0
2024-10-16,Burger,108,0
2024-10-16,Pasta,83,0
2024-10-16,Salad,42,0
2024-10-16,Sandwich,81,0
2024-10-16,Rice Bowl,81,0
2024-10-16,Noodles,72,0
2024-10-16,Soup,38,0
2024-10-17,Pizza,97,0
2024-10-17,Burger,113,0
2024-10-17,Pasta,76,0
2024-10-17,Salad,48,0
2024-10-17,Sandwich,106,0
2024-10-17,Rice Bowl,105,0
2024-10-17,Noodles,88,0
2024-10-17,Soup,33,0
2024-10-18,Pizza,97,0
2024-10-18,Burger,94,0
2024-10-18,Pasta,72,0
2024-10-18,Salad,47,0
2024-10-18,Sandwich,107,0
2024-10-18,Rice Bowl,105,0
2024-10-18,Noodles,72,0
2024-10-18,Soup,43,0
2024-10-19,Pizza,132,0
2024-10-19,Burger,160,0
2024-10-19,Pasta,100,0
2024-10-19,Salad,81,0
2024-10-19,Sandwich,167,0
2024-10-19,Rice Bowl,119,0
2024-10-19,Noodles,105,0
2024-10-19,Soup,63,0
2024-10-20,Pizza,146,0
2024-10-20,Burger,166,0
2024-10-20,Pasta,117,0
2024-10-20,Salad,73,0
2024-10-20,Sandwich,145,0
2024-10-20,Rice Bowl,106,0
2024-10-20,Noodles,123,0
2024-10-20,Soup,72,0
2024-10-21,Pizza,75,0
2024-10-21,Burger,103,0
2024-10-21,Pasta,68,0
2024-10-21,Salad,38,0
2024-10-21,Sandwich,94,0
2024-10-21,Rice Bowl,63,0
2024-10-21,Noodles,68,0
2024-10-21,Soup,30,0
2024-10-22,Pizza,61,0
2024-10-22,Burger,92,0
2024-10-22,Pasta,61,0
2024-10-22,Salad,47,0
2024-10-22,Sandwich,88,0
2024-10-22,Rice Bowl,66,0
2024-10-22,Noodles,60,0
2024-10-22,Soup,38,0
2024-10-23,Pizza,74,0
2024-10-23,Burger,109,0
2024-10-23,Pasta,74,0
2024-10-23,Salad,56,0
2024-10-23,Sandwich,96,0
2024-10-23,Rice Bowl,82,0
2024-10-23,Noodles,80,0
2024-10-23,Soup,36,0
2024-10-24,Pizza,77,0
2024-10-24,Burger,117,0
2024-10-24,Pasta,71,0
2024-10-24,Salad,58,0
2024-10-24,Sandwich,106,0
2024-10-24,Rice Bowl,102,0
2024-10-24,Noodles,91,0
2024-10-24,Soup,40,0
2024-10-25,Pizza,85,0
2024-10-25,Burger,118,0
2024-10-25,Pasta,76,0
2024-10-25,Salad,59,0
2024-10-25,Sandwich,112,0
2024-10-25,Rice Bowl,105,0
2024-10-25,Noodles,81,0
2024-10-25,Soup,39,0
2024-10-26,Pizza,131,0
2024-10-26,Burger,144,0
2024-10-26,Pasta,136,0
2024-10-26,Salad,79,0
2024-10-26,Sandwich,131,0
2024-10-26,Rice Bowl,116,0
2024-10-26,Noodles,134,0
2024-10-26,Soup,71,0
2024-10-27,Pizza,116,0
2024-10-27,Burger,129,0
2024-10-27,Pasta,105,0
2024-10-27,Salad,72,0
2024-10-27,Sandwich,150,0
2024-10-27,Rice Bowl,138,0
2024-10-27,Noodles,110,0
2024-10-27,Soup,55,0
2024-10-28,Pizza,86,0
2024-10-28,Burger,88,0
2024-10-28,Pasta,67,0
2024-10-28,Salad,38,0
2024-10-28,Sandwich,80,0
2024-10-28,Rice Bowl,62,0
2024-10-28,Noodles,67,0
2024-10-28,Soup,42,0
2024-10-29,Pizza,72,0
2024-10-29,Burger,77,0
2024-10-29,Pasta,54,0
2024-10-29,Salad,45,0
2024-10-29,Sandwich,73,0
2024-10-29,Rice Bowl,65,0
2024-10-29,Noodles,78,0
2024-10-29,Soup,37,0
2024-10-30,Pizza,73,0
2024-10-30,Burger,116,0
2024-10-30,Pasta,59,0
2024-10-30,Salad,59,0
2024-10-30,Sandwich,83,0
2024-10-30,Rice Bowl,98,0
2024-10-30,Noodles,78,0
2024-10-30,Soup,45,0
2024-10-31,Pizza,100,0
2024-10-31,Burger,96,0
2024-10-31,Pasta,87,0
2024-10-31,Salad,50,0
2024-10-31,Sandwich,90,0
2024-10-31,Rice Bowl,83,0
2024-10-31,Noodles,80,0
2024-10-31,Soup,36,0
2024-11-01,Pizza,93,0
2024-11-01,Burger,116,0
2024-11-01,Pasta,88,0
2024-11-01,Salad,65,0
2024-11-01,Sandwich,101,0
2024-11-01,Rice Bowl,90,0
2024-11-01,Noodles,77,0
2024-11-01,Soup,40,0
2024-11-02,Pizza,111,0
2024-11-02,Burger,158,0
2024-11-02,Pasta,107,0
2024-11-02,Salad,100,0
2024-11-02,Sandwich,155,0
2024-11-02,Rice Bowl,134,0
2024-11-02,Noodles,130,0
2024-11-02,Soup,57,0
2024-11-03,Pizza,122,0
2024-11-03,Burger,163,0
2024-11-03,Pasta,108,0
2024-11-03,Salad,74,0
2024-11-03,Sandwich,168,0
2024-11-03,Rice Bowl,152,0
2024-11-03,Noodles,122,0
2024-11-03,Soup,64,0
2024-11-04,Pizza,75,0
2024-11-04,Burger,79,0
2024-11-04,Pasta,60,0
2024-11-04,Salad,36,0
2024-11-04,Sandwich,80,0
2024-11-04,Rice Bowl,77,0
2024-11-04,Noodles,60,0
2024-11-04,Soup,42,0
2024-11-05,Pizza,88,0
2024-11-05,Burger,103,0
2024-11-05,Pasta,67,0
2024-11-05,Salad,54,0
2024-11-05,Sandwich,72,0
2024-11-05,Rice Bowl,90,0
2024-11-05,Noodles,60,0
2024-11-05,Soup,42,0
2024-11-06,Pizza,72,0
2024-11-06,Burger,115,0
2024-11-06,Pasta,82,0
2024-11-06,Salad,42,0
2024-11-06,Sandwich,88,0
2024-11-06,Rice Bowl,101,0
2024-11-06,Noodles,74,0
2024-11-06,Soup,45,0
2024-11-07,Pizza,86,0
2024-11-07,Burger,99,0
2024-11-07,Pasta,67,0
2024-11-07,Salad,46,0
2024-11-07,Sandwich,104,0
2024-11-07,Rice Bowl,85,0
2024-11-07,Noodles,79,0
2024-11-07,Soup,41,0
2024-11-08,Pizza,94,0
2024-11-08,Burger,131,0
2024-11-08,Pasta,95,0
2024-11-08,Salad,55,0
2024-11-08,Sandwich,117,0
2024-11-08,Rice Bowl,108,0
2024-11-08,Noodles,88,0
2024-11-08,Soup,54,0
2024-11-09,Pizza,119,0
2024-11-09,Burger,142,0
2024-11-09,Pasta,135,0
2024-11-09,Salad,82,0
2024-11-09,Sandwich,173,0
2024-11-09,Rice Bowl,166,0
2024-11-09,Noodles,104,0
2024-11-09,Soup,77,0
2024-11-10,Pizza,122,0
2024-11-10,Burger,156,0
2024-11-10,Pasta,114,0
2024-11-10,Salad,91,0
2024-11-10,Sandwich,113,0
2024-11-10,Rice Bowl,131,0
2024-11-10,Noodles,125,0
2024-11-10,Soup,67,0
2024-11-11,Pizza,77,0
2024-11-11,Burger,76,0
2024-11-11,Pasta,57,0
2024-11-11,Salad,42,0
2024-11-11,Sandwich,90,0
2024-11-11,Rice Bowl,69,0
2024-11-11,Noodles,59,0
2024-11-11,Soup,42,0
2024-11-12,Pizza,61,0
2024-11-12,Burger,113,0
2024-11-12,Pasta,71,0
2024-11-12,Salad,53,0
2024-11-12,Sandwich,78,0
2024-11-12,Rice Bowl,65,0
2024-11-12,Noodles,78,0
2024-11-12,Soup,43,0
2024-11-13,Pizza,87,0
2024-11-13,Burger,85,0
2024-11-13,Pasta,77,0
2024-11-13,Salad,55,0
2024-11-13,Sandwich,95,0
2024-11-13,Rice Bowl,94,0
2024-11-13,Noodles,85,0
2024-11-13,Soup,41,0
2024-11-14,Pizza,70,0
2024-11-14,Burger,104,0
2024-11-14,Pasta,61,0
2024-11-14,Salad,50,0
2024-11-14,Sandwich,90,0
2024-11-14,Rice Bowl,73,0
2024-11-14,Noodles,73,0
2024-11-14,Soup,35,0
2024-11-15,Pizza,103,0
2024-11-15,Burger,135,0
2024-11-15,Pasta,66,0
2024-11-15,Salad,67,0
2024-11-15,Sandwich,104,0
2024-11-15,Rice Bowl,89,0
2024-11-15,Noodles,71,0
2024-11-15,Soup,46,0
2024-11-16,Pizza,151,0
2024-11-16,Burger,182,0
2024-11-16,Pasta,97,0
2024-11-16,Salad,70,0
2024-11-16,Sandwich,146,0
2024-11-16,Rice Bowl,131,0
2024-11-16,Noodles,113,0
2024-11-16,Soup,61,0
2024-11-17,Pizza,139,0
2024-11-17,Burger,182,0
2024-11-17,Pasta,105,0
2024-11-17,Salad,90,0
2024-11-17,Sandwich,130,0
2024-11-17,Rice Bowl,131,0
2024-11-17,Noodles,104,0
2024-11-17,Soup,65,0
2024-11-18,Pizza,85,0
2024-11-18,Burger,93,0
2024-11-18,Pasta,59,0
2024-11-18,Salad,47,0
2024-11-18,Sandwich,68,0
2024-11-18,Rice Bowl,88,0
2024-11-18,Noodles,67,0
2024-11-18,Soup,35,0
2024-11-19,Pizza,78,0
2024-11-19,Burger,99,0
2024-11-19,Pasta,55,0
2024-11-19,Salad,50,0
2024-11-19,Sandwich,76,0
2024-11-19,Rice Bowl,87,0
2024-11-19,Noodles,80,0
2024-11-19,Soup,42,0
2024-11-20,Pizza,81,0
2024-11-20,Burger,100,0
2024-11-20,Pasta,60,0
2024-11-20,Salad,55,0
2024-11-20,Sandwich,81,0
2024-11-20,Rice Bowl,84,0
2024-11-20,Noodles,68,0
2024-11-20,Soup,34,0
